location,total_sqft,bath,price,bhk
other,1200,2,53,2
other,2050,3,100,4
other,800,2,30,2
other,1125,2,36,2
other,1936,3,110,3
other,1652.5,3,90,3
other,2159,3,110,3
other,1500,3,138,3
other,700,2,43,2
other,1750,3,170,3
other,1365,3,99,3
other,1800,3,105,6
other,850,2,35,2
other,708,1,55,2
other,1680,3,135,3
other,990,2,58,2
other,1240,2,100,2
other,1810,3,118,3
other,2005,3,240,3
other,1265,2,58,2
other,1035,2,44,2
other,1000,2,97,2
other,2800,4,100,6
other,3500,6,120,8
other,1430,3,78.65,3
other,600,2,30,2
other,1200,2,45,1
other,1116,2,37.6,2
other,1090,2,45,2
other,1260,4,65,4
other,1000,2,36,2
other,840,1,75,1
other,1760,2,116,3
other,3317.5,5,268.5,4
other,600,1,52,2
other,1670,3,160,3
other,1410,2,75,2
other,2400,5,93,5
other,1200,2,75.6,3
other,2400,5,285,5
other,2100,4,150,4
other,1200,2,52.5,2
other,1539,3,60,3
other,920,2,46,2
other,1550,4,120,4
other,905,2,50,2
other,1495,3,200,3
other,1455,2,55,3
other,550,1,23,1
other,4000,3,130,5
other,1060,2,53,2
other,1080,2,75,3
other,1570,3,78,3
other,1537,3,110,3
other,1750,3,150,3
other,2800,7,250,7
other,1020,2,48,2
other,1191,2,90,2
other,865,2,35.11,2
other,2100,4,90,4
other,2849,5,250,4
other,1000,2,42,2
other,1225,2,47,2
other,830,2,40,2
other,1685,3,60,3
other,827,2,45,2
other,1050,2,50,2
other,1060,2,49.27,2
other,1261,2,61,2
other,1100,2,46,2
other,3400,4,190,4
other,1180,2,56,2
other,1205,2,70,2
other,1250,2,58,2
other,1424,2,55,3
other,1250,3,55,3
other,2200,4,160,3
other,1230,2,55,2
other,1540,3,76,3
other,1900,3,155,3
other,1200,1,95,2
other,1060,2,37,2
other,1100,2,61,2
other,1100,2,110,2
other,1942,3,155,3
other,1200,4,80,3
other,1400,2,60,2
other,1330,2,64,2
other,1515,3,90,3
other,1464,3,56,3
other,1206,2,53,2
other,1200,4,95,4
other,1250,2,58,2
other,625,2,24,2
other,900,2,27,2
other,1464,2,56,2
other,1300,3,64,3
other,1200,1,69,1
other,1717,3,99,3
other,2099,3,95,3
other,1200,1,48,1
other,1430,2,78.65,3
other,2108,3,85,3
other,1190,2,70,2
other,900,2,41,2
other,2690,4,185,4
other,1594,3,99,3
other,1250,2,68,2
other,1290,1,77.5,2
other,1150,2,48,2
other,1464,2,145,2
other,1200,2,75,2
other,1065,2,45,2
other,750,2,36,2
other,1485,2,156,3
other,2070,3,135,3
other,1600,2,75,3
other,1100,2,38.49,2
other,800,2,55,2
other,900,1,44,2
other,1480,2,125,3
other,3800,2,130,3
other,1500,2,130,2
other,2010,3,125,3
other,1504,2,100,3
other,2040,2,59,2
other,1602,2,165,3
other,1200,4,130,4
other,1800,3,220,3
other,1500,3,72,3
other,1280,2,48,3
other,900,2,45,2
other,1095,2,38.33,2
other,1145,2,58.4,2
other,1862,3,120,3
other,2700,3,200,3
other,1677,3,98,3
other,2500,8,95,8
other,1490,2,115,3
other,1550,3,59,3
other,1740,3,120,3
other,1020,2,60,2
other,550,1,16,1
other,1492,2,65,2
other,1431,3,65,3
other,3664,3,325,3
other,690,2,42,2
other,1520,3,111,3
other,1391,2,64.5,3
other,1200,4,86,4
other,1250,2,90,2
other,1900,2,190,3
other,1464,3,56,3
other,900,2,33,2
other,1602,2,170,3
other,1230,2,70,2
other,1600,3,95,3
other,450,1,60,1
other,600,2,23,1
other,3463,6,310,4
other,1200,2,85,2
other,1200,2,35,2
other,1200,2,45,2
other,2000,4,130,3
other,1350,4,140,4
other,995,2,34.82,3
other,1000,2,44,2
other,1175,2,79,2
other,1200,2,43,2
other,1112,2,68,2
other,990,2,35,2
other,1107,2,40,2
other,1158,2,75,2
other,3200,4,200,4
other,1125,2,32.49,2
other,1200,2,90,2
other,1266.67,2,69,2
other,1800,3,90,3
other,2000,2,160,2
other,1464,3,56,3
other,1800,3,95,3
other,1410,3,65,3
other,2679,5,280,4
other,1230,2,75,2
other,1080,2,44.8,2
other,3150,5,145,8
other,2400,2,135,2
other,880,2,48,2
other,1150,2,45,2
other,1194,2,55,2
other,2000,3,90,3
other,1025,2,42.5,2
other,1022,2,57,2
other,1200,2,76,2
other,1200,1,54,2
other,950,2,38,2
other,1605,3,100,3
other,1542,3,98,3
other,1012,2,42,2
other,3600,5,110,5
other,1333,2,77.27,2
other,1100,3,110,3
other,1050,2,70,2
other,1140,2,32.92,2
other,2000,3,105,3
other,1075,2,55,2
other,1200,4,165,4
other,1100,2,145,3
other,1069,2,55,2
other,1200,3,99,3
other,1007,2,43,2
other,4250,6,150,6
other,1000,2,60,2
other,5720,3,350,3
other,675,1,15,2
other,1012,2,59,2
other,1280,2,49,3
other,925,2,35,2
other,1200,4,140,4
other,600,2,39,2
other,1240,2,65,3
other,1100,2,55,2
other,1700,3,111,3
other,1340,2,65,2
other,1200,2,54,2
other,1600,2,31,2
other,1780,3,110,3
other,1800,4,68,5
other,1080,3,149,3
other,900,2,65,3
other,946,2,45,2
other,1200,3,160,4
other,1540,3,85,3
other,2456,3,220,3
other,1610,2,64.4,3
other,1530,2,185,2
other,1439,3,57.23,3
other,1435,2,60,3
other,1717,3,120,3
other,1409,2,62,3
other,1250,2,50,2
other,1475,2,171,2
other,1225,2,65,2
other,650,1,16,1
other,1750,3,75,3
other,1504,2,102,3
other,1116,2,49.8,2
other,1800,4,145,4
other,3000,4,240,4
other,1150,2,60,2
other,1625,3,92,3
other,2400,4,250,4
other,1180,2,50,2
other,1272,2,51.5,2
other,1490,2,92,3
other,2400,5,140,4
other,1044,2,60,2
other,1595,3,70.39,3
other,1640,3,84,3
other,1200,2,54,2
other,1567.2,2,190,3
other,959,2,42.5,2
other,1141,2,55,2
other,1200,2,43.2,2
other,1240,2,65,3
other,1293,2,75,2
other,1885,3,90,3
other,860,2,65.5,2
other,1374,2,88,3
other,1250,2,60,2
other,1110,2,52,2
other,1350,3,48.6,3
other,2000,2,160,4
other,834,1,62,1
other,600,1,52,1
other,2000,4,135,4
other,2750,3,260,3
other,900,2,35,2
other,1000,2,46,2
other,1200,2,52,2
other,1280,2,90,2
other,1190,2,55,2
other,2075,3,175,3
other,1900,3,65,3
other,1578,3,73.9,3
other,1475,2,70,2
other,2400,2,125,2
other,1427,2,70,3
other,1350,3,68,3
other,2274.24,4,160,3
other,1455,2,55,3
other,900,3,105,2
other,1570,3,80,3
other,1495,2,65,3
other,1350,3,75,3
other,1464,3,56,3
other,470,2,10,1
other,2300,7,160,6
other,1313,4,150,3
other,2515,4,155,3
other,1440,3,72,3
other,1200,2,56,2
other,2665,3,350,3
other,1670,3,75,3
other,3500,5,450,4
other,700,2,29,2
other,1300,2,67,3
other,1200,2,54,2
other,1215,2,49.75,3
other,1050,2,55,2
other,1258,2,58,2
other,2400,5,300,6
other,3000,4,130,8
other,1235,2,140,2
other,3200,3,260,3
other,1450,3,90,3
other,3754,6,480,4
other,1893,3,115,3
other,2400,6,98,6
other,1250,2,43,2
other,1200,2,100,3
other,1205,2,70,2
other,1500,3,90,3
other,1190,2,41,2
other,1250,2,67,2
other,2260,3,80,2
other,2700,3,90,4
other,375,1,26,1
other,800,3,59.5,2
other,909,2,43,3
other,1400,2,85,2
other,1800,2,100,3
other,925,2,70,2
other,850,1,35.5,2
other,1100,2,32,2
other,3500,2,350,4
other,1200,2,55,2
other,1480,3,74,3
other,2100,4,255,3
other,400,1,35,1
other,1310,2,55,3
other,993,2,45.5,2
other,2400,5,180,4
other,6000,1,276,1
other,825,2,40,1
other,1320,2,60,3
other,5000,5,600,4
other,1050,2,50,2
other,4800,5,420,4
other,3400,3,400,3
other,600,1,33,1
other,1569,3,70,3
other,2600,3,147,3
other,1410,2,45.12,3
other,800,1,72,1
other,1020,2,49,2
other,1225,2,82,3
other,655,1,27,1
other,1196,2,96,2
other,927,2,50,2
other,600,1,18,1
other,1175,2,48.72,2
other,2800,4,200,4
other,750,2,28,2
other,1000,2,45,2
other,800,2,85,2
other,985,2,57,2
other,6000,12,150,11
other,3600,7,160,7
other,600,2,80,2
other,1503,2,93,3
other,1200,2,61,2
other,2500,2,60,3
other,1500,2,52,3
other,1765,3,77.27,3
other,1768,3,95,3
other,3060,4,350,4
other,800,1,32,1
other,3000,6,145,7
other,600,1,35,1
other,1010,2,55,2
other,650,1,20,2
other,1080,2,37.8,2
other,3978,4,428,4
other,1500,2,45,2
other,1800,3,85,3
other,2008,3,170,3
other,2095,3,142,3
other,1190,2,48.6,2
other,1600,2,88,3
other,1350,4,160,4
other,500,1,20,1
other,1280,2,100,3
other,1650,3,110,3
other,1500,2,75,3
other,1176,2,45,3
other,1044,2,85,2
other,1425,3,55,3
other,840,1,99,2
other,1285,2,45,2
other,2000,2,95,3
other,3870,4,411,4
other,1320,2,55,3
other,1835,3,175,3
other,1322,2,61.99,2
other,1450,2,65,3
other,425,1,15,1
other,820,2,30,2
other,1450,3,68,3
other,2380,4,242,4
other,900,1,70,2
other,1517,2,125,2
other,1000,2,35,2
other,3602,4,280,4
other,2159,3,120,3
other,1200,3,72,3
other,1850,3,175,6
other,510,1,34,1
other,1166,2,65,2
other,2700,2,260,3
other,1350,2,175,3
other,2100,6,100,4
other,940,2,56,2
other,1015,2,40.1,2
other,1400,3,69,3
other,1645,3,95,3
other,1600,4,90,4
other,1000,2,63,2
other,1350,2,65,2
other,1998,3,117,3
other,1300,2,60,2
other,950,2,33,2
other,1804,3,150,3
other,1350,3,81,3
other,826,2,36,2
other,3000,3,300,4
other,935,2,35,2
other,1180,2,39,2
other,2200,3,115,4
other,1200,4,110,4
other,1500,2,50,2
other,1217,2,164,2
other,2400,4,170,6
other,1650,3,52,3
other,600,1,45,1
other,672,1,27,1
other,1280,3,87,3
other,1850,3,95,3
other,1567,3,100,3
other,2350,3,210,3
other,1125,2,48,2
other,1365,3,54,3
other,560,1,19,1
other,1471,2,75,3
other,520,2,29,1
other,1950,3,230,3
other,600,1,58,1
other,1000,1,19,1
other,1300,2,60,2
other,375,1,40,1
other,1477,2,75,3
other,2000,2,120,2
other,1220,2,65,2
other,850,2,32.5,2
other,1256,2,65,2
other,1428,2,70,3
other,1130,2,74,2
other,1407,2,83.87,2
other,900,2,45,2
other,1350,4,160,4
other,2375,3,260,4
other,1200,2,67,2
other,1872,3,152,3
other,1400,3,90,3
other,812,1,26,1
other,829,2,22.8,2
other,600,2,35,1
other,700,2,35,2
other,1105,2,50,2
other,1000,2,51,2
other,1240,2,63,3
other,1393,3,54,3
other,1640,3,70,3
other,1200,2,62,2
other,1495,3,55,3
other,1400,3,53,3
other,1054,2,53,2
other,1275,2,47,2
other,1394,2,52,2
other,1075,2,57,2
other,1800,4,115,3
other,1220,2,54.89,2
other,1499,3,89,3
other,1280,2,55,3
other,1161,2,36.69,2
other,1050,2,65,2
other,905,2,50,2
other,2736,4,130,4
other,1056,2,55,2
other,1770,3,90,3
other,3155,3,315,3
other,6500,7,104,7
other,1152,2,57,2
other,1200,2,39,2
other,1350,2,65,3
other,1464,2,135,3
other,1300,2,32,2
other,1200,2,75,2
other,1707,3,171,3
other,565,1,33,1
other,630,2,70,1
other,1000,2,55,2
other,1045,2,42,2
other,1250,2,62.4,2
other,2400,4,130,3
other,1720,3,83,3
other,1100,2,70,2
other,420,1,23.5,1
other,1675,3,65,3
other,1225,2,71.05,2
other,1350,4,90,4
other,1732.5,3,91.855,3
other,3760,2,280,2
other,3071,4,300,3
other,850,2,34,2
other,1260,2,49,3
other,1450,3,65,3
other,2100,3,70,3
other,1620,3,95,3
other,560,1,21,1
other,1156,2,46,2
other,1140,2,56,2
other,2250,3,180,3
other,1485,3,78,3
other,1350,2,45,1
other,1209,2,100,2
other,1500,3,95,3
other,1000,2,60,2
other,1488,2,65,3
other,1200,4,130,4
other,2250,3,199,3
other,3700,4,314,4
other,1190,2,42.25,2
other,1405,3,169,3
other,4800,6,420,4
other,1050,2,43.5,2
other,1800,3,53,3
other,500,1,16,1
other,1600,3,180,3
other,1140,2,49,2
other,648,1,34,1
other,1720,2,126,3
other,1100,2,45,2
other,825,2,35,2
other,1080,2,64,2
other,1100,2,61,2
other,800,1,29,2
other,1225,2,47,2
other,535,1,35,1
other,1067,2,33.99,2
other,1152,2,42,2
other,1465,2,88,3
other,1145,2,63,2
other,3420,3,410,4
other,1280,2,75,2
other,680,3,60,2
other,1450,3,75,3
other,1738,3,110,3
other,1500,3,90,3
other,982,2,25,2
other,1050,2,110,2
other,1541,2,181,2
other,1275,2,105,2
other,2048,3,206,3
other,1119,2,48.5,3
other,1355,2,58.25,3
other,1095,2,55.85,2
other,2320,2,160,3
other,1237,3,78,3
other,1464,2,56,2
other,1840,1,95,2
other,2400,4,89,4
other,1200,2,140,4
other,1639,3,77.89,3
other,1160,2,75,2
other,1294,2,52,3
other,1095,2,45,2
other,1040,2,36.84,2
other,1325,2,47,3
other,1108,2,48,2
other,1155,2,65,2
other,1464,3,56,3
other,1500,3,67.49,3
other,1060,2,42.5,2
other,984,2,125,2
other,1148,2,69,2
other,1719,3,110,3
other,1420,3,70,3
other,3000,4,264,4
other,1398,3,51,3
other,1320,2,90,2
other,1285,2,45,3
other,1161,2,59,2
other,1504,3,67,3
other,1230,2,68,2
other,1260,2,62,2
other,4560,5,430,4
other,849,2,25.4,2
other,799,2,35,2
other,2700,4,170,5
other,1077,2,34.46,2
other,3000,4,300,5
other,1560,2,125,3
other,1290,3,45.33,3
other,1012,2,59,2
other,1245,2,120,2
other,1485,2,110,3
other,2400,4,88,4
other,1115,2,50,2
other,1489,2,101,2
other,2800,4,365,4
other,1464,3,56,3
other,1600,2,90,3
other,1508,3,75,3
other,3000,6,300,6
other,1903,3,165,3
other,1200,2,38,2
other,2996,4,200,4
other,3400,4,200,4
other,1602,2,75,3
other,551,1,30,1
other,1400,2,44.8,2
other,550,1,16,1
other,1780,3,100,3
other,1050,2,49.5,2
other,1310,3,90,3
other,900,2,24,2
other,1200,2,54,2
other,1603,2,125,3
other,2180,3,285,3
other,450,1,30,1
other,3000,4,301,4
other,1160,2,40.53,2
other,1200,3,52,2
other,1275,2,69,2
other,1300,2,51,3
other,1623,3,155,3
other,1275,3,55,3
other,900,1,52.3,1
other,1075,2,48.38,2
other,780,2,31,2
other,1088,2,43.5,2
other,1070,2,32.99,2
other,1000,2,31,2
other,1200,2,110,2
other,1400,2,78,3
other,2648,3,238,3
other,1455,2,45,3
other,1475,3,80,3
other,1721,3,93,3
other,1480,3,75,3
other,4800,4,420,4
other,1163,2,68,2
other,801,1,33.645,1
other,1300,2,80,3
other,1540,3,65,3
other,1215,2,46.8,3
other,2400,4,135,4
other,998,2,65,2
other,3300,9,450,10
other,1040,2,78,2
other,1215,2,50,3
other,975,2,45,2
other,1907,2,200,3
other,1330,2,80,2
other,4446,3,410,3
other,1320,2,95,3
other,8000,5,550,5
other,1000,2,50,2
other,1400,3,45,3
other,1000,2,35,2
other,1225,2,48,2
other,4500,3,225,4
other,2200,2,150,4
other,1092,3,95,3
other,1100,3,53,3
other,1170,2,50,2
other,1075,2,50,2
other,935,2,45.9,2
other,1120,2,36,2
other,1130,2,75,2
other,1334,2,62,2
other,1900,3,190,3
other,966,2,50,2
other,1200,4,110,4
other,1630,3,131,3
other,1050,2,41,1
other,1427,2,52,2
other,3210,4,380,3
other,5425,13,275,13
other,1200,4,135,4
other,1050,2,48,2
other,900,2,48,2
other,4041,4,345,4
other,620,1,25,1
other,1210,2,75,2
other,1180,2,41.94,2
other,1430,3,70,3
other,1200,1,70,2
other,1950,4,95,3
other,1200,3,70,2
other,1250,3,40,3
other,1130,2,68,2
other,1245,1,60,2
other,1390,2,50,3
other,2750,5,275,3
other,800,2,55,2
other,1244,2,95,2
other,1500,4,180,3
other,1200,2,75,2
other,400,2,50,1
other,1100,2,57.6,2
other,2159,3,120,3
other,3100,6,165,5
other,1200,1,48,1
other,1340,2,71,2
other,1675,3,62,3
other,1190,2,59.9,2
other,1250,2,55,2
other,1450,2,90,2
other,1275,2,49.5,2
other,10030,1,150,1
other,3600,4,225,4
other,2300,3,280,3
other,3200,8,130,9
other,1900,2,92,3
other,1250,3,40,3
other,925,2,55,2
other,3900,3,250,3
other,1400,2,160,2
other,1715,3,95,3
other,703,2,60,2
other,1400,2,56,3
other,1270,2,57.15,3
other,600,1,20,1
other,4382,4,400,4
other,1030,2,77.25,3
other,1254,2,70,3
other,1820,3,79.5,3
other,1293,2,80,2
other,1050,2,36,2
other,1500,3,56,3
other,1000,2,66,2
other,1864,3,115,3
other,1200,2,135,2
other,1950,2,89.5,3
other,2400,4,150,4
other,1263,2,51.5,2
other,4400,5,240,5
other,1050,2,38,2
other,1525,2,91.48,3
other,975,2,60,2
other,2000,3,100,3
other,1220,2,56,2
other,1500,2,85,1
other,5000,5,300,4
other,1000,2,50,2
other,1200,4,138,2
other,1100,2,68,2
other,4000,6,460,6
other,1105,2,28.18,2
other,2950,4,250,4
other,1464,2,115,3
other,1385,3,90,3
other,1205,2,47,2
other,1070,2,33.43,2
other,1070,2,52,2
other,1415,2,120,2
other,1750,3,58,3
other,1537,3,81,3
other,1050,2,45,2
other,1255,2,60,3
other,2400,2,185,3
other,1170,2,45.51,2
other,1080,2,38,2
other,1025,2,65,2
other,1020,2,70,2
other,1155,2,69,2
other,2030,2,182,3
other,1555,2,67,3
other,2900,3,325,3
other,2180,4,115,4
other,1050,2,35,2
other,1610,3,85,3
other,1500,2,145,2
other,3150,3,135,4
other,1255,2,56.7,2
other,600,2,29.5,2
other,2597,4,189,4
other,1410,2,73,2
other,1150,2,42,2
other,1170,2,53.11,2
other,1201,2,65,2
other,660,1,30,1
other,1050,2,40,2
other,2735,4,340,3
other,950,2,65,2
other,980,3,80,3
other,1080,2,37.8,2
other,1200,2,35,3
other,750,2,20,2
other,1535,3,72,3
other,1265,2,68,2
other,3500,4,150,4
other,5400,4,250,4
other,660,1,35,1
other,1140,2,60,2
other,1458,2,87,3
other,1081,2,39,2
other,1178,2,80,2
other,4000,8,150,7
other,2700,4,295,4
other,1175,2,52.86,2
other,1426,2,71,3
other,1300,2,95,2
other,936,1,53,1
other,1277,2,92,2
other,1200,2,54,2
other,1600,2,160,2
other,1350,3,60,3
other,1575,2,31.11,2
other,2400,5,150,5
other,1092,2,49,2
other,827,2,34,2
other,800,2,32,2
other,1055,2,43,2
other,1839,3,160,3
other,2760,5,140,5
other,993,2,42,2
other,925,2,100,2
other,650,1,50,1
other,2260,3,90,2
other,720,1,32.39,1
other,2400,5,75,6
other,1600,3,130,3
other,1296,2,70,2
other,1125,2,55,2
other,1194,2,51,2
other,3000,4,170,5
other,2200,3,225,4
other,1300,2,63,2
other,1626.6,3,133,3
other,1007,2,48,2
other,1100,2,60,2
other,1348,2,100,2
other,1298,2,65,2
other,1350,4,175,4
other,1312,2,56.5,3
other,760,2,38.5,2
other,1182,2,60.1,3
other,1053,2,46.29,2
other,1035,2,52.79,2
other,1410,3,90,3
other,1460,2,87,3
other,1260,2,85.05,3
other,3000,3,265,3
other,1200,2,120,3
other,1250,2,65,2
other,1800,3,150,3
other,1000,2,35,2
other,967,2,47.8,2
other,1798,3,73,3
other,2098,3,210,3
other,2400,3,270,3
other,1800,3,192,3
other,2000,3,85,3
other,509,1,20,1
other,3535,4,215,4
other,1800,3,82,4
other,1397,2,52,3
other,2350,5,325,5
other,2050,3,135,3
other,2100,1,200,2
other,1276,2,146,2
other,1339,2,53.56,2
other,1305,2,52,2
other,1600,3,100,3
other,2100,3,280,4
other,2300,2,69,3
other,1235,2,52.76,2
other,2100,3,270,3
other,850,2,42.5,2
other,1150,2,39,2
other,3500,4,320,4
other,1545,3,65,3
other,1540,3,150,3
other,3200,4,270,4
other,1050,2,45,2
other,1165,2,65,2
other,1200,1,42,2
other,1300,2,58,2
other,1645,3,87,3
other,2700,7,110,6
other,1305,2,45.68,3
other,1255,2,65,2
other,800,1,95,2
other,1650,2,140,4
other,1451,3,68,3
other,4395,3,240,3
other,1100,2,38.5,2
other,1936,3,139,3
other,935,2,40,2
other,1220,2,65,2
other,1400,2,40.43,3
other,1200,1,65,1
other,1800,3,95,3
other,2045,3,108,3
other,1410,2,54,3
other,1310,2,88,2
other,1250,2,55,2
other,2000,5,240,5
other,4500,4,345,4
other,3155,4,316,3
other,1200,2,54,2
other,1441,2,115,2
other,418,1,17,1
other,1200,3,80,3
other,1500,2,200,3
other,675,2,13.5,2
other,610,1,28,1
other,2400,7,107,6
other,1864,3,120,3
other,950,2,57,2
other,985,2,45,2
other,1100,2,62,2
other,1530,3,87,4
other,1200,4,165,4
other,2400,3,108,4
other,1200,2,90,3
other,3600,6,170,6
other,1279,2,100,2
other,1256,2,60,2
other,1525,3,68.63,3
other,900,2,25,2
other,1200,2,35,4
other,1185,2,42.66,2
other,3600,4,300,4
other,3730,6,430,4
other,1600,4,120,3
other,1120,2,60,2
other,5100,7,225,6
other,1308,2,86,2
other,2170,3,265,4
other,1100,2,55,2
other,1000,2,45,2
other,1347,2,55,3
other,1225,2,71.05,2
other,4000,7,90,7
other,1200,3,78,2
other,2180,3,273,3
other,1339,2,55,2
other,1449,3,72,3
other,1100,2,38.68,2
other,1100,2,55,2
other,3300,8,310,8
other,1300,2,95,2
other,1350,2,89.5,2
other,2312,3,156,3
other,1175,2,70,2
other,1145,2,51,2
other,2150,3,240,3
other,1690,3,50,3
other,1386,3,93,4
other,1090,2,32,2
other,2400,2,50,3
other,1559,3,62,3
other,6652,6,510,4
other,1060,2,52,2
other,2500,2,300,3
other,1500,2,120,3
other,1700,3,55,4
other,3150,4,180,4
other,1200,1,39.82,1
other,3520,6,460,5
other,1330,2,68,3
other,927,2,37,2
other,1200,3,68,3
other,760,2,37.49,2
other,3800,6,390,6
other,410,1,48,1
other,1717,3,200,3
other,880,1,90,2
other,1250,3,42,3
other,1293,2,80,2
other,1280,2,68.48,2
other,1065,3,72,3
other,3200,4,140,3
other,1250,2,77.13,3
other,1475,3,75,3
other,2100,3,210,4
other,1330,3,65,3
other,1065,2,45,2
other,7000,6,560,6
other,1525,3,65,3
other,1220,2,72,2
other,1500,2,60,2
other,2500,4,65,3
other,1884,3,95,3
other,1100,2,75,2
other,1350,2,90,2
other,4800,5,350,4
other,1700,3,74,3
other,1200,3,110,3
other,705,1,65,1
other,1495,2,63,3
other,1250,2,75,2
other,1230,2,50,2
other,1275,2,59,2
other,1040,2,36.4,2
other,648,1,40,1
other,1320,2,58,3
other,1200,5,150,4
other,1480,3,75.48,3
other,500,1,13,1
other,2400,4,325,5
other,1128,2,48.4,2
other,1180,2,65,2
other,1200,2,60,2
other,1250,3,39.5,3
other,1000,2,45,2
other,975,2,55,2
other,1190,2,42,2
other,1275,2,55,2
other,1115,2,115,2
other,1080,2,38,2
other,1170,2,39,2
other,1070,2,50,2
other,1532,3,59.75,3
other,1150,2,46,2
other,1495,3,90,3
other,1053,2,51,2
other,1250,3,39,3
other,1200,2,75,4
other,1000,2,60,2
other,830,2,26,2
other,2750,6,200,6
other,660,2,76,2
other,1470,2,60,3
other,1275,2,76,2
other,1602,3,56,3
other,793,1,40,1
other,1100,2,38,2
other,1555,3,73,3
other,1630,2,130,3
other,1563,3,63,3
other,1344,4,84,4
other,3000,3,400,3
other,1200,2,82,2
other,1419,3,85,3
other,1195,2,42.4,2
other,2020,3,270,3
other,850,1,50,1
other,933,2,55,2
other,865,2,33,2
other,1145,2,60,3
other,1250,3,39.5,3
other,823,2,80,2
other,1025,2,48,2
other,1750,3,120,3
other,1464,3,56,3
other,750,2,40,2
other,1300,3,46,3
other,2150,3,170,3
other,2200,2,190,3
other,1368,2,87,2
other,1507,3,80,3
other,1160,2,57,2
other,1200,3,70,3
other,1175,2,83,2
other,6729,4,900,3
other,893,2,34.5,2
other,1400,3,98,3
other,1138,2,32,2
other,1495,2,70,3
other,1410,2,43.71,3
other,1052,2,52,2
other,1000,2,45,2
other,2240,3,300,3
other,1300,3,42.25,3
other,1300,2,60,3
other,1520,3,165,3
other,1050,2,45,2
other,1567,2,62,3
other,2360,3,185,4
other,1760,3,90,3
other,1100,2,58.5,2
other,1236,2,50,2
other,600,4,70,2
other,800,1,45,2
other,1200,4,120,4
other,1892,3,200,3
other,1095,2,39,2
other,1050,2,65,2
other,1200,3,56.53,3
other,1625,3,92,3
other,1080,2,38,2
other,2100,3,145,5
other,1269,2,97,2
other,1025,2,39.98,2
other,1410,2,45.12,3
other,1353,2,110,3
other,1200,2,68,2
other,1250,2,70,3
other,1950.2,3,261,3
other,2171.66,3,298,3
other,900,2,40,2
other,1600,3,100,3
other,540,1,22,1
other,1950.2,3,193,3
other,1125,2,55,2
other,1563,2,52,3
other,1013,2,60,2
other,2100,3,220,3
other,1600,3,77,3
other,1190,2,48,2
other,1625,3,95,3
other,1210,2,53,2
other,1600,5,140,5
other,1160,2,55,2
other,930,1,55,2
other,1053,2,44,2
other,1325,2,56,3
other,1169,2,50.11,2
other,2400,3,185,4
other,1070,2,38,2
other,1427,2,85,3
other,2031,2,200,2
other,2000,3,180,4
other,1062,2,50,2
other,700,1,25.5,1
other,1200,3,120,3
other,1200,2,115,2
other,1450,3,65,3
other,1650,6,200,5
other,2000,3,200,3
other,1150,2,90,2
other,595,1,40,1
other,3750,4,190,4
other,5480,4,400,3
other,1500,3,75,3
other,5656,5,499,3
other,1300,2,33,2
other,1250,3,54,3
other,1425,2,65,3
other,1200,1,50,2
other,3700,4,400,4
other,1625,3,150,3
other,1300,3,65,2
other,1150,2,47,2
other,1515,3,80.5,3
other,1250,2,65,2
other,1115,3,39.14,3
other,1550,2,70,3
other,2505,3,165,3
other,1410,2,54,3
other,1705,2,86.96,3
other,1650,3,135,3
other,925,2,68,2
other,1190,2,46.41,2
other,1750,3,100,3
other,747,1,27,1
other,1113,2,52,2
other,1738,3,110,3
other,3500,6,115,6
other,900,2,27,2
other,1720,3,95,3
other,500,1,51,1
other,850,2,45,2
other,1020,2,52,2
other,1005,2,40,2
other,1290,2,71.95,2
other,1650,3,140,3
other,1220,2,52,2
other,3150,4,150,4
other,2000,5,75,5
other,2559,1,55,1
other,720,1,28,1
other,1100,2,90,2
other,1220,2,60,2
other,1500,3,50,3
other,5000,5,250,4
other,600,1,22.8,1
other,540,1,24,1
other,620,2,23,2
other,1650,3,78,3
other,1250,3,44,3
other,2072,3,108,3
other,1154,2,57,2
other,1057,2,42,2
other,1200,4,85,4
other,980,2,35,2
other,1270,2,35.56,3
other,2400,3,185,3
other,1432,3,79,3
other,1500,3,90,3
other,3500,3,425,4
other,3100,5,425,4
other,1100,2,45,3
other,1260,2,55,2
other,1200,4,110,4
other,600,1,24,1
other,1770,3,99,3
other,1800,3,130,3
other,1375,2,45,2
